team,week,year,pass_completion_percentage_allowed,defensive_sack_rate,interception_rate,defensive_passer_rating,opponents_passing_play_success_rate,pass_completion_percentage_allowed_relative_rank,defensive_sack_rate_relative_rank,interception_rate_relative_rank,defensive_passer_rating_relative_rank,opponents_passing_play_success_rate_relative_rank,pass_completion_percentage_allowed_competitive_rank,defensive_sack_rate_competitive_rank,interception_rate_competitive_rank,defensive_passer_rating_competitive_rank,opponents_passing_play_success_rate_competitive_rank,relative_score,competitive_score,defense_total_score,defense_total_rank
Liberty,13,2022,0.75,0.047619047619047616,0.0,468.3333333333333,1.5,11.0,11.0,12.0,1.0,2.0,113.0,66.0,124.0,5.0,9.0,74.65794425714576,71.04793026082129,54.562602572095074,581.0
Louisiana,13,2022,0.5,0.07142857142857142,0.0,271.31410256410254,0.8461538461538461,3.0,6.0,12.0,10.0,7.0,23.0,45.0,124.0,105.0,67.0,73.14981065686945,70.06632052179589,51.437959802298565,848.0
Louisiana Monroe,13,2022,0.625,0.058823529411764705,0.0,374.7395833333333,1.1875,5.0,5.0,12.0,7.0,3.0,70.0,57.0,124.0,51.0,20.0,73.57715512814153,70.65449493535776,53.16632369923724,700.0
Louisiana Tech,13,2022,0.5384615384615384,0.07142857142857142,0.0,324.03846153846155,1.1538461538461537,5.0,3.0,12.0,9.0,3.0,29.0,45.0,124.0,87.0,23.0,80.73028901572926,71.0617176254381,56.43462640215486,446.0
Louisville,13,2022,0.5789473684210527,0.05,0.0,365.78947368421046,1.263157894736842,6.0,10.0,12.0,7.0,1.0,46.0,63.0,124.0,56.0,16.0,78.62109205322933,70.88952170393218,55.32920608064924,524.0
LSU,13,2022,0.6666666666666666,0.0,0.0,406.24999999999994,1.7222222222222223,11.0,13.0,13.0,2.0,1.0,88.0,124.0,124.0,27.0,7.0,76.44778188517064,69.70214665425254,51.44412485199385,847.0
Marshall,13,2022,0.7307692307692307,0.21212121212121213,0.0,424.8397435897436,0.8076923076923077,9.0,1.0,9.0,1.0,3.0,109.0,6.0,124.0,20.0,75.0,82.08974358974359,74.47437066707361,66.12440449030754,90.0
Maryland,13,2022,0.4,0.13043478260869565,0.0,215.0,0.45,2.0,2.0,11.0,10.0,11.0,8.0,18.0,124.0,121.0,123.0,74.39592009986994,71.44835838973728,55.57221334465444,505.0
Memphis,13,2022,0.7368421052631579,0.0,0.0,420.06578947368416,0.9473684210526315,9.0,12.0,12.0,4.0,3.0,112.0,124.0,124.0,23.0,48.0,69.36796708016197,68.04283503568668,44.79351907852222,1442.0
Miami,13,2022,0.625,0.0,0.0,395.8333333333333,0.9583333333333334,8.0,12.0,12.0,4.0,6.0,70.0,124.0,124.0,35.0,44.0,71.23470564717388,68.98001982024267,47.905708854500546,1217.0
Michigan,13,2022,0.6739130434782609,0.02127659574468085,0.0,384.4202898550725,0.8043478260869565,8.0,11.0,13.0,4.0,4.0,89.0,100.0,124.0,40.0,77.0,75.49858321963279,68.57072372183873,48.08099878659229,1206.0
Michigan State,13,2022,0.8,0.10714285714285714,0.0,508.3333333333333,1.28,10.0,5.0,12.0,3.0,5.0,120.0,21.0,124.0,3.0,14.0,74.08658025967225,72.73403491542469,58.97453673944878,310.0
Middle Tennessee,13,2022,0.5918367346938775,0.0392156862745098,0.0,359.1836734693877,0.5714285714285714,6.0,8.0,12.0,7.0,12.0,50.0,77.0,124.0,62.0,116.0,69.29360645899484,69.3262822362086,48.26077122770366,1190.0
Minnesota,13,2022,0.5625,0.0,0.0,306.1197916666667,0.96875,7.0,12.0,12.0,6.0,2.0,41.0,124.0,124.0,97.0,40.0,73.678801613493,67.97455310542863,45.91021937318732,1373.0
Mississippi State,13,2022,0.7948717948717948,0.04878048780487805,0.0,441.9871794871795,0.9743589743589743,12.0,7.0,12.0,2.0,4.0,119.0,65.0,124.0,12.0,39.0,74.60876114937665,69.27228180479173,49.719721602892406,1022.0
Missouri,13,2022,0.72,0.21875,0.0,421.8333333333333,0.84,10.0,2.0,11.0,3.0,8.0,104.0,4.0,124.0,21.0,68.0,77.76193399339934,74.7950185152184,65.68876356026678,99.0
NC State,13,2022,0.6041666666666666,0.04,0.0,328.3854166666667,0.8333333333333334,5.0,6.0,12.0,8.0,4.0,56.0,76.0,124.0,82.0,71.0,74.35162851798914,68.92976185690057,48.710720144560156,1129.0
Nebraska,13,2022,0.43243243243243246,0.075,0.0,240.87837837837836,0.4864864864864865,1.0,5.0,12.0,12.0,11.0,12.0,40.0,124.0,114.0,121.0,74.09681048933385,69.92515053281741,51.34021708657173,860.0
Nevada,13,2022,0.6129032258064516,0.1388888888888889,0.0,363.57526881720423,0.6129032258064516,9.0,2.0,12.0,5.0,12.0,62.0,15.0,124.0,57.0,112.0,70.63147330692323,72.23548639447927,56.57514023854202,431.0
New Mexico,13,2022,0.7692307692307693,0.13333333333333333,0.0,446.47435897435906,0.8846153846153846,10.0,3.0,12.0,3.0,8.0,117.0,17.0,124.0,8.0,61.0,69.89140644520657,72.13459838597277,56.0772398204125,472.0
New Mexico State,13,2022,0.6578947368421053,0.11627906976744186,0.0,360.41666666666674,0.7894736842105263,9.0,3.0,11.0,4.0,7.0,83.0,20.0,124.0,59.0,81.0,76.65404905188963,71.15690459244395,55.46195554123554,519.0
North Carolina,13,2022,0.65,0.024390243902439025,0.0,371.6666666666667,0.625,5.0,11.0,13.0,10.0,13.0,80.0,98.0,124.0,52.0,109.0,70.71425244331068,68.46633142657149,46.351744489321135,1349.0
Northern Illinois,13,2022,0.6774193548387096,0.0,0.0,412.90322580645164,1.0,8.0,12.0,12.0,4.0,5.0,93.0,124.0,124.0,25.0,38.0,73.29043768334333,68.71947079501555,47.81833493011038,1230.0
North Texas,13,2022,0.6190476190476191,0.08695652173913043,0.0,370.83333333333326,1.1904761904761905,5.0,3.0,11.0,7.0,2.0,67.0,34.0,124.0,53.0,19.0,79.81977973939634,71.51013741243983,57.378811473134874,388.0
Northwestern,13,2022,0.6875,0.15789473684210525,0.0,377.6041666666667,1.25,9.0,1.0,12.0,4.0,2.0,98.0,11.0,124.0,45.0,17.0,76.72102653528489,73.02060405371085,60.54962479356021,241.0
Notre Dame,13,2022,0.8095238095238095,0.08695652173913043,0.0,465.07936507936506,1.380952380952381,12.0,7.0,12.0,1.0,3.0,121.0,34.0,124.0,6.0,11.0,76.30325706925105,71.26573973647176,55.65190147785546,501.0
Ohio,13,2022,0.6071428571428571,0.0967741935483871,0.0,349.8511904761904,0.5357142857142857,4.0,5.0,12.0,8.0,12.0,58.0,24.0,124.0,69.0,118.0,73.92840483877477,70.64642508672132,53.25049881304986,691.0
Ohio State,13,2022,0.52,0.038461538461538464,0.0,346.3333333333333,0.92,3.0,11.0,12.0,4.0,3.0,27.0,80.0,124.0,73.0,51.0,77.42812945037697,70.42397618430445,53.70296912002996,661.0
Oklahoma,13,2022,0.6122448979591837,0.02,0.0,355.6122448979591,0.9183673469387755,6.0,8.0,12.0,7.0,7.0,61.0,101.0,124.0,65.0,52.0,71.4903797014097,68.88406679456524,47.72205325887106,1237.0
Oklahoma State,13,2022,0.45454545454545453,0.043478260869565216,0.0,241.8560606060606,0.6363636363636364,3.0,6.0,12.0,11.0,10.0,16.0,74.0,124.0,112.0,108.0,71.8061250145773,68.91129561341208,47.89147977606953,1220.0
Old Dominion,13,2022,0.6071428571428571,0.034482758620689655,0.0,367.5595238095238,1.1071428571428572,3.0,8.0,12.0,8.0,5.0,58.0,85.0,124.0,55.0,25.0,73.73001282897081,69.8859038561834,51.12269019448419,884.0
Ole Miss,13,2022,0.6923076923076923,0.09302325581395349,0.0,388.7820512820512,0.8974358974358975,7.0,4.0,12.0,6.0,7.0,101.0,27.0,124.0,38.0,57.0,73.16604780237004,70.7341750257282,53.258774424070026,690.0
Oregon,13,2022,0.5,0.09090909090909091,0.0,274.58333333333337,1.8,1.0,1.0,12.0,12.0,1.0,23.0,31.0,124.0,104.0,6.0,84.0,72.02020080489764,60.028583457378716,264.0
Oregon State,13,2022,0.6585365853658537,0.023809523809523808,0.0,378.760162601626,0.7804878048780488,10.0,8.0,12.0,2.0,7.0,84.0,99.0,124.0,43.0,82.0,73.0030703804648,68.69518563127477,47.66548563993172,1241.0
Penn State,13,2022,0.5581395348837209,0.06521739130434782,0.0,309.0116279069767,0.5813953488372093,6.0,4.0,11.0,6.0,9.0,40.0,54.0,124.0,95.0,113.0,69.52086167739809,69.54421725964218,48.92199753253445,1104.0
Pittsburgh,13,2022,0.6176470588235294,0.15,0.0,360.2941176470588,0.6764705882352942,10.0,3.0,12.0,3.0,8.0,65.0,12.0,124.0,60.0,97.0,77.53951391946681,72.53366599709813,59.4729067794853,291.0
Purdue,13,2022,0.5952380952380952,0.06666666666666667,0.0,327.77777777777777,0.9047619047619048,7.0,6.0,12.0,10.0,4.0,51.0,53.0,124.0,85.0,55.0,74.52652452394854,69.93783104683318,51.50451794396048,840.0
Rice,13,2022,0.5517241379310345,0.0,0.0,328.0172413793103,0.7241379310344828,4.0,11.0,11.0,8.0,9.0,37.0,124.0,124.0,84.0,87.0,70.0056720116103,68.21943876952085,45.466367107516504,1398.0
Rutgers,13,2022,0.6190476190476191,0.10638297872340426,0.0,353.86904761904754,0.8333333333333334,7.0,2.0,11.0,6.0,5.0,67.0,22.0,124.0,66.0,71.0,75.79391492324103,71.27366247125426,55.51956454150215,511.0
San Diego State,13,2022,0.3333333333333333,0.25,0.0,186.1111111111111,6.333333333333333,1.0,1.0,11.0,11.0,1.0,2.0,2.0,124.0,123.0,1.0,84.0,83.3342662137346,90.79174362282012,3.0
San José State,13,2022,0.5555555555555556,0.0625,0.0,306.48148148148147,0.5777777777777777,3.0,8.0,11.0,10.0,10.0,39.0,56.0,124.0,96.0,114.0,69.21970413746311,69.4382973852695,48.54301569020075,1150.0
SMU,13,2022,0.627906976744186,0.0,0.0,349.515503875969,0.7906976744186046,7.0,12.0,12.0,6.0,7.0,71.0,124.0,124.0,70.0,80.0,68.14392614019927,67.78222758279362,43.71512346268133,1485.0
South Alabama,13,2022,0.6,0.05405405405405406,0.0,352.9761904761904,0.6571428571428571,6.0,8.0,12.0,5.0,9.0,55.0,58.0,124.0,67.0,101.0,74.42336648275804,69.66575745806048,50.73357924459614,920.0
South Carolina,13,2022,0.2857142857142857,0.034482758620689655,0.0,169.4940476190476,0.6428571428571429,2.0,6.0,12.0,11.0,12.0,1.0,85.0,124.0,124.0,104.0,69.39852724533856,69.31781764104471,48.269453789847574,1188.0
Southern Mississippi,13,2022,0.6296296296296297,0.12903225806451613,0.0,345.9876543209877,0.6666666666666666,7.0,2.0,12.0,9.0,9.0,72.0,19.0,124.0,74.0,100.0,75.40548234498888,71.44349294918237,55.86398623506801,483.0
South Florida,13,2022,0.8275862068965517,0.03333333333333333,0.0,477.29885057471273,1.2758620689655173,10.0,6.0,11.0,2.0,3.0,122.0,89.0,124.0,4.0,15.0,76.8300070974402,69.51126347908477,51.04058514469628,888.0
Stanford,13,2022,0.5833333333333334,0.0,0.0,379.51388888888886,2.1666666666666665,7.0,12.0,12.0,4.0,1.0,47.0,124.0,124.0,42.0,3.0,77.07223844598668,70.81818557998037,54.667312621123216,577.0
Syracuse,13,2022,0.7631578947368421,0.05,0.0,427.6315789473684,0.8947368421052632,8.0,9.0,11.0,4.0,9.0,116.0,63.0,124.0,17.0,58.0,71.08334890012259,69.31189035001633,48.7623442935745,1124.0
TCU,13,2022,0.5142857142857142,0.027777777777777776,0.0,285.7142857142857,0.8857142857142857,5.0,11.0,13.0,9.0,4.0,25.0,94.0,124.0,103.0,60.0,74.8745663098201,68.90309097348836,48.79618793088241,1120.0
Temple,13,2022,0.6756756756756757,0.02631578947368421,0.0,400.2252252252252,0.7297297297297297,6.0,11.0,11.0,6.0,9.0,91.0,96.0,124.0,32.0,86.0,70.17346922375577,68.91881665475847,47.418682707873074,1269.0
Tennessee,13,2022,0.6,0.09090909090909091,0.0,314.8611111111111,0.8333333333333334,4.0,3.0,12.0,11.0,6.0,55.0,31.0,124.0,92.0,71.0,75.0193202518072,70.25740917031786,52.52233708365796,746.0
Texas,13,2022,0.5142857142857142,0.07894736842105263,0.0,297.49999999999994,0.7714285714285715,1.0,4.0,11.0,11.0,6.0,25.0,38.0,124.0,100.0,84.0,74.91328320802003,70.54089600192418,53.2611080045296,689.0
Texas A&M,13,2022,0.6111111111111112,0.02702702702702703,0.0,328.35648148148147,0.9166666666666666,8.0,10.0,12.0,6.0,7.0,60.0,95.0,124.0,83.0,53.0,70.9062606008134,68.56042033668642,46.66558224055737,1326.0
Texas State,13,2022,0.6774193548387096,0.03125,0.0,405.37634408602145,1.0,8.0,8.0,11.0,4.0,3.0,93.0,90.0,124.0,28.0,38.0,77.54888869246058,69.51778918744377,51.27551231510216,866.0
Texas Tech,13,2022,0.7,0.06976744186046512,0.0,443.0208333333333,0.875,12.0,7.0,12.0,1.0,6.0,103.0,46.0,124.0,11.0,63.0,74.52342206828303,70.99271835215396,54.3718394030835,597.0
Toledo,13,2022,0.35,0.23076923076923078,0.0,186.25,0.55,1.0,1.0,12.0,12.0,11.0,4.0,3.0,124.0,122.0,117.0,77.15357142857144,74.68563573213049,65.20755529889658,109.0
Troy,13,2022,0.6,0.07894736842105263,0.0,335.83333333333337,0.7142857142857143,6.0,6.0,13.0,7.0,8.0,55.0,38.0,124.0,80.0,89.0,72.52631720691433,70.15467964706002,51.489844329794295,842.0
Tulane,13,2022,0.4,0.038461538461538464,0.0,217.0,1.12,1.0,8.0,12.0,12.0,2.0,8.0,80.0,124.0,120.0,24.0,76.40219780219782,69.6028644169209,51.16040299567237,878.0
Tulsa,13,2022,0.5454545454545454,0.043478260869565216,0.0,321.2121212121212,0.6136363636363636,5.0,5.0,12.0,8.0,11.0,34.0,74.0,124.0,89.0,111.0,69.58719925528943,69.33300182468484,48.36774018685216,1167.0
UAB,13,2022,0.5714285714285714,0.06666666666666667,0.0,318.15476190476187,0.5714285714285714,5.0,4.0,11.0,7.0,11.0,43.0,53.0,124.0,90.0,116.0,70.33545123834833,69.59137828686909,49.296327555117244,1059.0
UCF,13,2022,0.6842105263157895,0.05,0.0,390.3508771929824,1.368421052631579,10.0,4.0,12.0,4.0,2.0,97.0,63.0,124.0,37.0,12.0,69.11855480328668,70.19983831321112,50.58310148090857,936.0
UCLA,13,2022,0.696969696969697,0.0,0.0,426.010101010101,0.6363636363636364,6.0,12.0,12.0,5.0,11.0,102.0,124.0,124.0,18.0,108.0,69.33250336594304,68.24302288638407,45.32711961460652,1412.0
UMass,13,2022,0.4,0.0,0.0,255.83333333333334,3.8,1.0,11.0,11.0,10.0,1.0,8.0,124.0,124.0,109.0,2.0,77.21003298686749,72.85695711573618,60.252400961631935,251.0
UNLV,13,2022,0.6363636363636364,0.08333333333333333,0.0,355.96590909090907,0.7954545454545454,7.0,3.0,10.0,7.0,9.0,75.0,36.0,124.0,63.0,78.0,71.76928772373849,70.34535097795016,51.77957469748958,807.0
USC,13,2022,0.92,0.07407407407407407,0.0,553.0,1.04,13.0,7.0,13.0,1.0,2.0,124.0,42.0,124.0,2.0,33.0,78.92193732193732,70.78931465770415,55.147630543563565,538.0
Utah,13,2022,0.5185185185185185,0.03571428571428571,0.0,287.8086419753086,0.7407407407407407,5.0,10.0,13.0,9.0,5.0,26.0,83.0,124.0,102.0,85.0,72.05020289270107,68.93623433750248,48.03302780115908,1207.0
Utah State,13,2022,0.6086956521739131,0.041666666666666664,0.0,402.1739130434783,0.9130434782608695,9.0,6.0,11.0,2.0,5.0,59.0,75.0,124.0,29.0,54.0,72.8900563747892,70.51857633633588,52.58917680232642,739.0
UTEP,13,2022,0.6666666666666666,0.14285714285714285,0.0,441.3194444444444,1.0416666666666667,9.0,1.0,12.0,2.0,4.0,88.0,14.0,124.0,13.0,32.0,84.04764519177715,73.8271944138348,64.95622787186332,115.0
UT San Antonio,13,2022,0.5454545454545454,0.0,0.0,349.4318181818181,1.1818181818181819,6.0,12.0,12.0,5.0,2.0,34.0,124.0,124.0,71.0,21.0,75.09367425276557,69.35181524425039,50.08247321201583,986.0
Vanderbilt,13,2022,0.5454545454545454,0.0,0.0,316.4772727272727,0.9545454545454546,4.0,12.0,12.0,9.0,4.0,34.0,124.0,124.0,91.0,45.0,74.22541318490725,68.37896788245438,47.174969474511414,1294.0
Wake Forest,13,2022,0.725,0.024390243902439025,0.0,436.5625,0.775,12.0,11.0,12.0,1.0,9.0,107.0,98.0,124.0,14.0,83.0,70.70948360457173,69.03193892581403,47.88820136457025,1222.0
Washington,13,2022,0.6415094339622641,0.08620689655172414,0.0,361.47798742138366,0.6981132075471698,6.0,6.0,12.0,8.0,11.0,77.0,35.0,124.0,58.0,90.0,71.74991449921043,70.34664737872959,51.77724672845116,810.0
Washington State,13,2022,0.6,0.0,0.0,374.8958333333333,0.875,5.0,11.0,11.0,5.0,4.0,55.0,124.0,124.0,50.0,63.0,73.18987985668464,68.7601954023258,47.89868606565318,1218.0
Western Kentucky,13,2022,0.7222222222222222,0.0,0.0,433.1018518518518,1.0,11.0,12.0,12.0,1.0,4.0,105.0,124.0,124.0,15.0,38.0,74.39029500964986,68.56143199398102,47.720905863914936,1238.0
Western Michigan,13,2022,0.38636363636363635,0.043478260869565216,0.0,222.53787878787878,0.5227272727272727,1.0,6.0,12.0,12.0,12.0,5.0,74.0,124.0,118.0,119.0,70.43478260869566,69.22757283506164,48.337142897571084,1173.0
West Virginia,13,2022,0.42857142857142855,0.06666666666666667,0.0,232.53968253968253,0.6190476190476191,1.0,6.0,12.0,12.0,11.0,11.0,53.0,124.0,116.0,110.0,71.49084886128364,69.7325563199756,50.02925424053029,993.0
Wisconsin,13,2022,0.6551724137931034,0.09375,0.0,396.40804597701145,1.0344827586206897,7.0,5.0,11.0,6.0,2.0,81.0,26.0,124.0,33.0,34.0,76.22678089054062,71.56449672992302,56.44112298933308,445.0
Wyoming,13,2022,0.6451612903225806,0.08823529411764706,0.0,355.77956989247315,0.8064516129032258,9.0,5.0,12.0,6.0,7.0,79.0,32.0,124.0,64.0,76.0,73.67901129671966,70.39459349215952,52.490418802650424,751.0
Akron,2,2022,0.6875,0.030303030303030304,0.0,397.3958333333333,1.0,6.0,6.0,9.0,4.0,4.0,95.0,101.0,122.0,32.0,27.0,73.89958918517405,71.58709071568964,55.79948105289077,488.0
Alabama,2,2022,0.6764705882352942,0.08108108108108109,0.0,375.7352941176471,1.0294117647058822,10.0,7.0,12.0,3.0,4.0,90.0,47.0,122.0,39.0,23.0,75.37421469420353,72.45675237855738,58.60961162536603,332.0
Appalachian State,2,2022,0.631578947368421,0.09523809523809523,0.0,334.2105263157894,0.7894736842105263,8.0,4.0,12.0,9.0,9.0,78.0,35.0,122.0,67.0,63.0,71.98741351788335,71.39043121361631,54.68706652904913,573.0
Arizona,2,2022,0.8260869565217391,0.041666666666666664,0.0,469.38405797101444,0.8913043478260869,11.0,6.0,12.0,3.0,8.0,119.0,90.0,122.0,8.0,41.0,72.19948954992745,71.03596842101172,53.78734639503213,650.0
Arizona State,2,2022,0.5675675675675675,0.0,0.0,333.6711711711712,1.1081081081081081,4.0,10.0,10.0,6.0,3.0,52.0,122.0,122.0,69.0,17.0,74.81795747084226,71.6488074203377,56.244741166978486,462.0
Arkansas,2,2022,0.6111111111111112,0.1,0.0,358.7962962962963,0.7222222222222222,6.0,4.0,12.0,7.0,10.0,67.0,34.0,122.0,53.0,75.0,71.44917983803474,72.09071054674754,56.428531906323485,449.0
Arkansas State,2,2022,0.6785714285714286,0.034482758620689655,0.0,441.9642857142857,0.8214285714285714,10.0,7.0,12.0,2.0,9.0,91.0,98.0,122.0,12.0,57.0,71.78010823293027,72.09856166298516,56.54985708958185,434.0
Army,2,2022,0.723404255319149,0.0784313725490196,0.0,413.03191489361706,0.8085106382978723,11.0,3.0,12.0,5.0,9.0,102.0,51.0,122.0,24.0,60.0,72.83624594584805,71.63885855694733,55.618988736568525,504.0
Auburn,2,2022,0.6,0.06976744186046512,0.0,326.25,0.8,6.0,6.0,12.0,9.0,8.0,63.0,61.0,122.0,73.0,62.0,73.14979557499753,71.16168269370621,54.416265934022164,594.0
Ball State,2,2022,0.5952380952380952,0.0,0.0,329.8611111111111,0.8571428571428571,5.0,11.0,11.0,8.0,6.0,59.0,122.0,122.0,71.0,50.0,70.83397839462191,70.0594541185703,50.71964634303387,921.0
Baylor,2,2022,0.6,0.047619047619047616,0.0,346.1458333333333,1.05,4.0,6.0,12.0,8.0,3.0,63.0,87.0,122.0,59.0,22.0,71.70228367158062,72.24457715691833,56.92336417929306,414.0
Boise State,2,2022,0.32142857142857145,0.17647058823529413,0.0,187.20238095238096,0.4642857142857143,2.0,1.0,11.0,10.0,10.0,1.0,6.0,122.0,120.0,115.0,76.30473402116421,72.79567687243846,59.81227600884097,275.0
Boston College,2,2022,0.55,0.047619047619047616,0.0,312.7083333333333,0.8,4.0,6.0,11.0,8.0,8.0,45.0,87.0,122.0,78.0,62.0,71.49551885715307,71.09739523558639,53.74168821462007,656.0
Bowling Green,2,2022,0.6904761904761905,0.125,0.0,394.6428571428571,0.7380952380952381,9.0,2.0,11.0,3.0,9.0,97.0,22.0,122.0,33.0,73.0,74.42586902478008,72.38529105011006,58.12879912845818,349.0
Buffalo,2,2022,0.5652173913043478,0.08,0.0,369.7463768115942,0.8695652173913043,6.0,3.0,10.0,5.0,5.0,51.0,50.0,122.0,46.0,45.0,79.40519675234097,73.23749201750748,61.95027066279931,188.0
BYU,2,2022,0.6428571428571429,0.125,0.0,352.23214285714295,0.8571428571428571,5.0,1.0,11.0,8.0,7.0,81.0,22.0,122.0,57.0,50.0,77.73081288605836,72.59146230718349,59.68785000138553,281.0
California,2,2022,0.5454545454545454,0.08333333333333333,0.0,308.8383838383838,0.6060606060606061,1.0,1.0,12.0,12.0,11.0,43.0,46.0,122.0,81.0,97.0,76.23117050583201,71.00105513402374,54.91044067826249,560.0
Central Michigan,2,2022,0.625,0.047619047619047616,0.0,375.2083333333333,0.825,8.0,6.0,11.0,4.0,6.0,75.0,87.0,122.0,40.0,56.0,72.73780912075352,71.59296245018358,55.46445727704793,518.0
Cincinnati,2,2022,0.5,0.07692307692307693,0.0,285.4166666666667,1.75,2.0,4.0,11.0,9.0,2.0,30.0,54.0,122.0,93.0,3.0,74.07096963473063,75.94211296557873,67.6926461181263,76.0
Clemson,2,2022,0.7837837837837838,0.05128205128205128,0.0,427.9279279279279,0.7837837837837838,13.0,11.0,13.0,2.0,6.0,115.0,78.0,122.0,17.0,66.0,71.65673539453371,70.41013735416449,51.92172654475826,793.0
Coastal Carolina,2,2022,0.7777777777777778,0.07692307692307693,0.0,450.92592592592604,0.9166666666666666,10.0,6.0,11.0,4.0,4.0,114.0,54.0,122.0,9.0,36.0,74.98746837361507,72.17934659857666,57.738498823520956,365.0
Colorado State,2,2022,0.8157894736842105,0.05,0.0,445.8333333333333,0.9473684210526315,12.0,6.0,12.0,2.0,7.0,117.0,81.0,122.0,10.0,32.0,69.40242615223987,71.04861628287372,52.97670630029381,711.0
Connecticut,2,2022,0.84,0.07407407407407407,0.0,509.1666666666666,1.32,11.0,2.0,11.0,1.0,2.0,120.0,57.0,122.0,2.0,6.0,74.78071655986781,74.34336923333044,63.56005528296356,142.0
Duke,2,2022,0.6428571428571429,0.0,0.0,365.2529761904763,0.5714285714285714,7.0,11.0,11.0,6.0,10.0,81.0,122.0,122.0,50.0,103.0,67.82206592027003,68.96165474044565,46.82477022192671,1314.0
East Carolina,2,2022,0.6071428571428571,0.125,0.0,373.06547619047615,0.4642857142857143,3.0,2.0,10.0,7.0,10.0,66.0,22.0,122.0,43.0,115.0,76.4840891956642,71.9099340741801,57.45810997752409,384.0
Eastern Michigan,2,2022,0.65625,0.0,0.0,413.4114583333333,0.875,7.0,10.0,10.0,1.0,6.0,84.0,122.0,122.0,23.0,44.0,72.9547564563583,71.23342681858679,54.55241568210107,583.0
Florida,2,2022,0.5652173913043478,0.08,0.0,333.695652173913,1.1304347826086956,5.0,3.0,12.0,8.0,3.0,51.0,50.0,122.0,68.0,14.0,78.55489209304467,73.50904149840618,62.431730601465205,167.0
Florida Atlantic,2,2022,0.5294117647058824,0.05555555555555555,0.0,310.04901960784315,0.5882352941176471,2.0,5.0,10.0,9.0,10.0,37.0,73.0,122.0,80.0,99.0,72.71907248398873,70.5892666576726,52.72972864113433,729.0
Florida International,2,2022,0.5172413793103449,0.06451612903225806,0.0,326.4367816091954,0.9310344827586207,2.0,4.0,12.0,11.0,6.0,32.0,69.0,122.0,72.0,33.0,77.8963894198826,72.84291273352267,60.42157138055367,244.0
Fresno State,2,2022,0.5185185185185185,0.06896551724137931,0.0,305.4012345679012,0.7777777777777778,6.0,4.0,13.0,5.0,6.0,33.0,64.0,122.0,82.0,67.0,74.59710903917673,71.7518339530587,56.45815104501395,443.0
Georgia,2,2022,0.6153846153846154,0.037037037037037035,0.0,325.1602564102564,0.34615384615384615,8.0,8.0,13.0,7.0,13.0,70.0,95.0,122.0,74.0,120.0,69.18067575923983,68.23044235956445,45.24704379215248,1421.0
Georgia Southern,2,2022,0.6764705882352942,0.05555555555555555,0.0,387.99019607843144,1.088235294117647,10.0,4.0,11.0,3.0,4.0,90.0,73.0,122.0,34.0,19.0,77.74621436740355,72.45375114396464,59.31806370699107,298.0
Georgia State,2,2022,0.8260869565217391,0.11538461538461539,0.0,492.7536231884058,1.0869565217391304,11.0,3.0,11.0,1.0,4.0,119.0,26.0,122.0,4.0,20.0,74.67881509794555,74.03653437703018,62.69497966180353,161.0
Georgia Tech,2,2022,0.7714285714285715,0.14634146341463414,0.0,439.5238095238096,0.9142857142857143,12.0,3.0,12.0,2.0,6.0,113.0,10.0,122.0,13.0,37.0,76.2062824324103,73.4896440300104,61.66944245053779,198.0
Hawai'i,2,2022,0.8,0.09090909090909091,0.0,516.25,1.05,12.0,3.0,13.0,1.0,5.0,116.0,37.0,122.0,1.0,22.0,77.21919048871823,74.29374181398856,64.16181262923993,131.0
Houston,2,2022,0.6666666666666666,0.07692307692307693,0.0,370.27777777777777,0.8333333333333334,9.0,4.0,12.0,8.0,5.0,88.0,54.0,122.0,45.0,54.0,74.08452479420222,71.5295278928315,55.69883813217123,498.0
Illinois,2,2022,0.3939393939393939,0.13157894736842105,0.0,219.69696969696966,0.48484848484848486,2.0,4.0,12.0,11.0,12.0,7.0,13.0,122.0,118.0,112.0,73.77108789182955,71.6219959811084,55.85556719543652,484.0
Indiana,2,2022,0.5652173913043478,0.11538461538461539,0.0,363.0434782608695,0.9130434782608695,2.0,1.0,12.0,9.0,7.0,51.0,26.0,122.0,52.0,38.0,81.65459903806739,74.03046274158528,64.78594742521008,119.0
Iowa,2,2022,0.75,0.047619047619047616,0.0,405.625,0.675,11.0,7.0,12.0,5.0,8.0,110.0,87.0,122.0,28.0,88.0,71.2561848722148,69.82401337131759,50.20703261474671,977.0
Iowa State,2,2022,0.4482758620689655,0.06451612903225806,0.0,239.51149425287358,0.6896551724137931,1.0,7.0,12.0,12.0,9.0,15.0,69.0,122.0,111.0,83.0,73.33521335652028,70.73479684113553,53.311572304950005,688.0
James Madison,2,2022,0.4,0.13043478260869565,0.0,258.125,0.55,1.0,6.0,11.0,10.0,10.0,8.0,16.0,122.0,104.0,106.0,72.81166346788372,72.70915799366658,58.52172667660042,334.0
Kansas,2,2022,0.725,0.0,0.0,425.0,0.9,11.0,12.0,12.0,2.0,8.0,104.0,122.0,122.0,20.0,39.0,69.88734900747184,70.6045728989623,51.91584546232906,795.0
Kansas State,2,2022,0.5384615384615384,0.07142857142857142,0.0,288.78205128205127,0.6923076923076923,5.0,7.0,13.0,10.0,7.0,39.0,60.0,122.0,92.0,82.0,73.84388557650944,70.74240667095268,53.48594018790621,674.0
