team,week,year,pass_completion_percentage_allowed,defensive_sack_rate,interception_rate,defensive_passer_rating,opponents_passing_play_success_rate,pass_completion_percentage_allowed_relative_rank,defensive_sack_rate_relative_rank,interception_rate_relative_rank,defensive_passer_rating_relative_rank,opponents_passing_play_success_rate_relative_rank,pass_completion_percentage_allowed_competitive_rank,defensive_sack_rate_competitive_rank,interception_rate_competitive_rank,defensive_passer_rating_competitive_rank,opponents_passing_play_success_rate_competitive_rank,relative_score,competitive_score,defense_total_score,defense_total_rank
Toledo,4,2022,0.5652173913043478,0.041666666666666664,0.0,297.1014492753623,0.6521739130434783,8.0,8.0,12.0,8.0,7.0,27.0,66.0,121.0,106.0,104.0,70.52777224094864,68.48347908916526,46.342031174476176,1351.0
Troy,4,2022,0.5238095238095238,0.16,0.0,277.38095238095235,0.9047619047619048,3.0,1.0,13.0,11.0,3.0,18.0,9.0,121.0,110.0,54.0,76.90798683945857,71.39277894537085,56.18002038325088,465.0
Tulane,4,2022,0.68,0.0,0.0,399.0,0.92,11.0,12.0,12.0,1.0,5.0,92.0,121.0,121.0,35.0,46.0,72.21125541125541,68.6164773915914,47.21225864911207,1290.0
Tulsa,4,2022,0.5217391304347826,0.0,0.0,316.8478260869565,1.173913043478261,4.0,12.0,12.0,9.0,4.0,16.0,121.0,121.0,98.0,19.0,69.493151368409,69.05102802907646,47.57263493400953,1257.0
UCF,4,2022,0.6451612903225806,0.11428571428571428,0.0,375.1344086021506,0.7096774193548387,9.0,2.0,12.0,5.0,8.0,64.0,21.0,121.0,55.0,90.0,69.71630576057251,70.87481496706042,52.59896438363964,738.0
UCLA,4,2022,0.65,0.1111111111111111,0.0,360.2083333333333,0.85,4.0,2.0,12.0,9.0,6.0,68.0,23.0,121.0,68.0,66.0,77.71973176099036,70.49930090719992,53.99587539928808,629.0
UMass,4,2022,0.6086956521739131,0.041666666666666664,0.0,375.5434782608697,0.9130434782608695,10.0,7.0,11.0,2.0,7.0,46.0,66.0,121.0,54.0,49.0,71.47379790720552,69.95121818259477,50.6186487067836,930.0
USC,4,2022,0.6666666666666666,0.0,0.0,360.49382716049377,0.8518518518518519,8.0,13.0,13.0,9.0,9.0,82.0,121.0,121.0,67.0,65.0,70.78901302034151,67.83452597857232,44.65643955624708,1449.0
Utah,4,2022,0.6060606060606061,0.13157894736842105,0.0,343.68686868686865,0.5454545454545454,7.0,3.0,13.0,8.0,12.0,44.0,15.0,121.0,83.0,116.0,74.71062262925825,70.91586741861042,54.21943601259309,614.0
UTEP,4,2022,0.37142857142857144,0.0,0.0,206.30952380952382,0.4857142857142857,2.0,12.0,12.0,11.0,11.0,4.0,121.0,121.0,120.0,118.0,68.64068702164971,67.94494471972368,44.30763250622047,1466.0
UT San Antonio,4,2022,0.5666666666666667,0.03225806451612903,0.0,326.25000000000006,0.7666666666666667,7.0,5.0,12.0,8.0,7.0,29.0,85.0,121.0,95.0,78.0,72.08392081583789,69.03776700982228,48.31928370929944,1178.0
Vanderbilt,4,2022,0.6976744186046512,0.0,0.0,418.6046511627906,0.8372093023255814,7.0,12.0,12.0,6.0,7.0,97.0,121.0,121.0,24.0,68.0,72.17824298684228,68.77040510769015,47.62081756184827,1250.0
Virginia,4,2022,0.6774193548387096,0.16216216216216217,0.0,374.0591397849462,1.032258064516129,7.0,2.0,10.0,4.0,4.0,88.0,6.0,121.0,56.0,32.0,81.91350708010366,71.7208415815645,58.58426287868107,333.0
Virginia Tech,4,2022,0.6666666666666666,0.03225806451612903,0.0,372.63888888888886,1.2666666666666666,10.0,8.0,11.0,4.0,1.0,82.0,85.0,121.0,59.0,14.0,78.27751794390277,69.16619134818146,50.53963960841719,942.0
Wake Forest,4,2022,0.6341463414634146,0.023809523809523808,0.0,387.29674796747963,0.975609756097561,8.0,12.0,12.0,4.0,4.0,59.0,96.0,121.0,46.0,35.0,73.26557154595056,69.5375458602995,50.03518428454839,992.0
Washington,4,2022,0.68,0.1935483870967742,0.0,427.6666666666666,0.88,8.0,1.0,12.0,4.0,6.0,92.0,4.0,121.0,23.0,57.0,79.50195920766718,73.51952701309641,62.74636242661529,157.0
Washington State,4,2022,0.7727272727272727,0.0,0.0,451.32575757575756,0.8409090909090909,11.0,11.0,11.0,1.0,5.0,113.0,121.0,121.0,12.0,67.0,71.49526813880126,68.51718210309416,46.72596362976114,1322.0
Western Kentucky,4,2022,0.5428571428571428,0.0,0.0,286.1904761904762,0.42857142857142855,3.0,12.0,12.0,11.0,12.0,23.0,121.0,121.0,108.0,121.0,66.5244100842755,67.43507722307164,42.28193776167808,1515.0
Western Michigan,4,2022,0.6206896551724138,0.03333333333333333,0.0,371.9827586206897,0.7586206896551724,6.0,8.0,12.0,6.0,7.0,49.0,83.0,121.0,60.0,79.0,70.88015028926456,69.39454224934401,48.925687398331576,1103.0
West Virginia,4,2022,0.47058823529411764,0.02857142857142857,0.0,268.75,0.5882352941176471,3.0,9.0,12.0,10.0,12.0,7.0,90.0,121.0,112.0,113.0,69.49417110412472,68.77166708661248,46.81335526587617,1316.0
Wisconsin,4,2022,0.6538461538461539,0.0,0.0,436.0576923076923,1.3461538461538463,6.0,11.0,11.0,2.0,1.0,69.0,121.0,121.0,20.0,8.0,77.56153348745273,70.19490319947599,53.12041841979888,702.0
Wyoming,4,2022,0.7647058823529411,0.02857142857142857,0.0,463.11274509803917,0.7941176470588235,12.0,10.0,12.0,1.0,8.0,110.0,90.0,121.0,7.0,74.0,72.41748382806358,69.49645325932929,49.66723419240725,1027.0
Air Force,5,2022,0.5238095238095238,0.045454545454545456,0.0,288.6904761904762,0.8571428571428571,3.0,7.0,11.0,9.0,5.0,25.0,69.0,116.0,97.0,53.0,73.53566898871684,69.99546278579535,51.36186917242881,858.0
Akron,5,2022,0.6666666666666666,0.0,0.0,417.59259259259255,0.7222222222222222,5.0,9.0,9.0,3.0,8.0,79.0,116.0,116.0,20.0,79.0,69.05624738297581,69.24961779925688,47.98060983941903,1209.0
Alabama,5,2022,0.5,0.08108108108108109,0.0,283.0882352941177,0.9117647058823529,5.0,7.0,12.0,7.0,6.0,19.0,36.0,116.0,99.0,45.0,75.6128361425267,71.06825968280758,54.90636413620419,561.0
Appalachian State,5,2022,0.42857142857142855,0.2222222222222222,0.0,244.6428571428571,2.4285714285714284,3.0,1.0,12.0,10.0,1.0,9.0,2.0,116.0,108.0,2.0,84.33380783233993,78.45141647063272,77.61602957814088,13.0
Arizona,5,2022,0.4,0.07407407407407407,0.0,238.5,0.68,1.0,2.0,12.0,12.0,12.0,6.0,44.0,116.0,111.0,90.0,72.44444444444444,70.59620625551926,52.66562877477628,732.0
Arizona State,5,2022,0.75,0.02702702702702703,0.0,443.0555555555556,0.9444444444444444,10.0,7.0,10.0,1.0,5.0,108.0,89.0,116.0,8.0,43.0,75.24112347641758,69.98492706727137,51.84846272559446,800.0
Arkansas,5,2022,0.5238095238095238,0.045454545454545456,0.0,340.87301587301585,1.1904761904761905,2.0,10.0,12.0,8.0,2.0,25.0,69.0,116.0,68.0,17.0,76.41748128561149,71.78340323950076,57.0939470876142,402.0
Arkansas State,5,2022,0.6190476190476191,0.125,0.0,369.8412698412698,0.9047619047619048,7.0,3.0,12.0,6.0,5.0,55.0,13.0,116.0,52.0,48.0,75.11675044739324,72.14850431108644,57.69369587974788,370.0
Army,5,2022,0.6666666666666666,0.07692307692307693,0.0,415.62499999999994,1.8333333333333333,8.0,5.0,12.0,4.0,3.0,79.0,40.0,116.0,22.0,4.0,75.62031357912363,73.96953077214008,62.797234731397424,156.0
Auburn,5,2022,0.38461538461538464,0.10344827586206896,0.0,203.52564102564108,1.0769230769230769,2.0,2.0,12.0,12.0,6.0,4.0,20.0,116.0,114.0,29.0,76.90217924366593,71.92401069811788,57.622695124278636,375.0
Ball State,5,2022,0.6521739130434783,0.041666666666666664,0.0,386.0507246376812,1.3043478260869565,8.0,7.0,11.0,4.0,1.0,72.0,72.0,116.0,40.0,8.0,78.5501874009365,71.40501992749667,56.70943437265257,424.0
Baylor,5,2022,0.7241379310344828,0.0,0.0,404.1666666666667,1.0,9.0,12.0,12.0,4.0,4.0,98.0,116.0,116.0,31.0,37.0,68.67344973123508,69.2002721235024,47.7307897664725,1235.0
Boston College,5,2022,0.5588235294117647,0.02857142857142857,0.0,313.8480392156863,0.6470588235294118,5.0,9.0,11.0,7.0,11.0,38.0,85.0,116.0,85.0,94.0,68.3969720403499,69.08910702612488,47.34500217155079,1277.0
Bowling Green,5,2022,0.5789473684210527,0.09523809523809523,0.0,373.68421052631584,0.7894736842105263,4.0,6.0,11.0,4.0,7.0,45.0,28.0,116.0,49.0,69.0,75.4568702442014,71.67741426612633,56.515547732784114,439.0
Buffalo,5,2022,0.5,0.0,0.0,262.0833333333333,0.75,5.0,10.0,10.0,8.0,6.0,19.0,116.0,116.0,102.0,75.0,69.08843026326734,68.5415859954546,46.06518070178777,1361.0
BYU,5,2022,0.6333333333333333,0.0625,0.0,364.99999999999994,1.2666666666666666,4.0,4.0,11.0,7.0,3.0,63.0,50.0,116.0,54.0,9.0,78.16058901571913,71.59827417061258,57.11719352589952,401.0
California,5,2022,0.7105263157894737,0.02564102564102564,0.0,419.18859649122805,0.5789473684210527,9.0,8.0,12.0,3.0,12.0,94.0,91.0,116.0,19.0,107.0,70.45469562831433,68.95817222179319,47.61065346608555,1252.0
Central Michigan,5,2022,0.5454545454545454,0.043478260869565216,0.0,337.1212121212121,0.9090909090909091,3.0,7.0,11.0,6.0,4.0,33.0,71.0,116.0,71.0,46.0,73.58317695839436,70.66321732557428,53.1918593196246,698.0
Charlotte,5,2022,0.7142857142857143,0.06666666666666667,0.0,480.0595238095238,1.4285714285714286,7.0,3.0,11.0,1.0,2.0,95.0,47.0,116.0,4.0,6.0,82.61164574988875,73.16951043945453,62.734138133402666,158.0
Cincinnati,5,2022,0.5135135135135135,0.1956521739130435,0.0,283.10810810810807,0.8108108108108109,4.0,2.0,11.0,10.0,7.0,21.0,4.0,116.0,98.0,59.0,74.63339371797356,73.08731325890804,60.10030689297085,260.0
Clemson,5,2022,0.5957446808510638,0.06,0.0,328.01418439716315,0.6170212765957447,6.0,7.0,13.0,9.0,11.0,49.0,53.0,116.0,76.0,102.0,70.99605598845281,69.51737047595435,49.29467634068848,1060.0
Coastal Carolina,5,2022,0.6190476190476191,0.023255813953488372,0.0,353.86904761904754,0.6666666666666666,5.0,11.0,11.0,8.0,11.0,55.0,95.0,116.0,61.0,93.0,67.46082363878118,69.0497137418789,46.95506825600586,1308.0
Colorado,5,2022,0.6756756756756757,0.02631578947368421,0.0,433.10810810810807,0.8378378378378378,7.0,6.0,11.0,5.0,8.0,81.0,90.0,116.0,12.0,57.0,72.80378030642814,70.29365716412336,51.95155213058922,789.0
Connecticut,5,2022,0.8,0.09090909090909091,0.0,432.7083333333333,0.95,9.0,1.0,11.0,4.0,4.0,114.0,30.0,116.0,13.0,42.0,75.30978451009011,70.66553893030658,53.71980280115329,659.0
Duke,5,2022,0.45,0.047619047619047616,0.0,257.2916666666667,0.75,1.0,5.0,11.0,11.0,6.0,12.0,67.0,116.0,103.0,75.0,74.80530440024111,70.00728651805548,51.777591788582725,808.0
Eastern Michigan,5,2022,0.45,0.047619047619047616,0.0,245.20833333333334,1.25,3.0,5.0,10.0,9.0,3.0,12.0,67.0,116.0,107.0,12.0,75.16532294594212,71.20939460311001,55.154913023182814,537.0
Florida,5,2022,0.625,0.024390243902439025,0.0,346.7708333333333,0.8,6.0,9.0,12.0,7.0,10.0,61.0,94.0,116.0,64.0,64.0,71.6158398877601,69.26810585112779,48.80416597910795,1118.0
Florida Atlantic,5,2022,0.75,0.09090909090909091,0.0,462.7083333333333,1.25,9.0,3.0,10.0,1.0,1.0,108.0,30.0,116.0,6.0,12.0,83.6786678667867,72.52515867489468,61.30449486998842,218.0
Florida International,5,2022,0.48148148148148145,0.0,0.0,262.1913580246913,0.6666666666666666,1.0,12.0,12.0,12.0,11.0,15.0,116.0,116.0,101.0,93.0,68.64646464646464,68.50568917626484,45.834052901613006,1378.0
Florida State,5,2022,0.6470588235294118,0.10526315789473684,0.0,371.8137254901961,1.2352941176470589,10.0,5.0,12.0,3.0,2.0,70.0,18.0,116.0,51.0,13.0,79.13414257124437,72.38927785480563,59.56207108137107,286.0
Fresno State,5,2022,0.5,0.058823529411764705,0.0,304.6875,1.375,5.0,6.0,13.0,6.0,2.0,19.0,56.0,116.0,89.0,7.0,78.34831832441077,72.24422755290009,58.930268631464855,312.0
Georgia,5,2022,0.625,0.058823529411764705,0.0,347.9166666666667,0.59375,10.0,6.0,13.0,5.0,10.0,61.0,56.0,116.0,63.0,105.0,73.23150285477497,69.44394822128422,49.77039791200943,1017.0
Georgia Southern,5,2022,0.6764705882352942,0.05555555555555555,0.0,408.7009803921569,0.7941176470588235,10.0,4.0,11.0,1.0,8.0,82.0,60.0,116.0,27.0,67.0,74.9501980642091,70.38690130677556,52.85354595076632,718.0
Georgia State,5,2022,0.14285714285714285,0.0,0.0,77.97619047619048,3.142857142857143,1.0,11.0,11.0,11.0,1.0,1.0,116.0,116.0,116.0,1.0,76.0,76.0,68.43282767650709,68.0
Georgia Tech,5,2022,0.5813953488372093,0.022727272727272728,0.0,342.82945736434107,0.627906976744186,6.0,9.0,12.0,7.0,12.0,46.0,96.0,116.0,67.0,98.0,70.02910208161036,69.14694811065746,47.995361273799745,1208.0
Houston,5,2022,0.6153846153846154,0.037037037037037035,0.0,376.4423076923077,0.8076923076923077,5.0,9.0,12.0,4.0,7.0,53.0,78.0,116.0,48.0,61.0,72.79587061224778,70.1469765902182,51.55033522238719,832.0
Illinois,5,2022,0.5666666666666667,0.14285714285714285,0.0,322.22222222222223,0.6333333333333333,9.0,2.0,12.0,4.0,9.0,40.0,6.0,116.0,79.0,97.0,76.61324140202558,71.54304619598702,56.499553412954384,440.0
Indiana,5,2022,0.68,0.07407407407407407,0.0,411.5,0.96,9.0,4.0,12.0,4.0,6.0,84.0,44.0,116.0,24.0,40.0,78.65124911805613,71.2549820027698,56.332010469019906,455.0
Iowa,5,2022,0.75,0.0,0.0,415.7986111111111,1.2083333333333333,11.0,12.0,12.0,4.0,2.0,108.0,116.0,116.0,21.0,16.0,72.47410706761393,69.70084526110035,50.240086583192124,971.0
Iowa State,5,2022,0.5714285714285714,0.06666666666666667,0.0,315.77380952380946,1.0,5.0,6.0,12.0,8.0,5.0,42.0,47.0,116.0,83.0,37.0,77.16637603478738,70.78839422807584,54.61474957723459,579.0
James Madison,5,2022,0.52,0.07407407407407407,0.0,296.6666666666667,0.52,4.0,10.0,11.0,8.0,11.0,23.0,44.0,116.0,93.0,112.0,69.25093209680642,69.83289246261006,49.62536162976943,1030.0
Kansas,5,2022,0.6382978723404256,0.09615384615384616,0.0,351.6843971631206,0.7659574468085106,6.0,3.0,12.0,8.0,12.0,65.0,27.0,116.0,62.0,71.0,71.33951819124843,70.64370845109933,52.46097530743782,755.0
Kansas State,5,2022,0.7272727272727273,0.12,0.0,407.00757575757575,0.6818181818181818,13.0,2.0,13.0,2.0,9.0,100.0,14.0,116.0,29.0,89.0,76.71159898105114,70.88276696953707,54.73395669849009,569.0
Kent State,5,2022,0.6666666666666666,0.02702702702702703,0.0,387.61574074074065,0.7222222222222222,5.0,8.0,11.0,8.0,10.0,79.0,89.0,116.0,39.0,79.0,69.91685327547368,69.33525562132316,48.4734611456351,1162.0
Kentucky,5,2022,0.5185185185185185,0.0,0.0,291.6666666666666,0.8888888888888888,4.0,12.0,12.0,9.0,7.0,22.0,116.0,116.0,96.0,51.0,70.3108441690645,69.2193015175244,48.277209584044954,1185.0
Liberty,5,2022,0.5909090909090909,0.08333333333333333,0.0,337.2159090909091,0.5454545454545454,6.0,8.0,12.0,7.0,10.0,48.0,34.0,116.0,70.0,109.0,70.16086416771796,70.01655348782396,50.399641990849716,959.0
Louisiana,5,2022,0.46153846153846156,0.025,0.0,256.9444444444444,0.717948717948718,2.0,11.0,12.0,11.0,8.0,13.0,92.0,116.0,104.0,82.0,70.36563462341516,69.30740087646313,48.533306346849656,1153.0
Louisiana Monroe,5,2022,0.7419354838709677,0.06060606060606061,0.0,424.8655913978494,1.064516129032258,11.0,4.0,12.0,3.0,4.0,104.0,52.0,116.0,15.0,30.0,72.27659855527989,70.82478867476588,53.23644027843997,695.0
Louisville,5,2022,0.9,0.13043478260869565,0.0,566.4583333333333,0.95,12.0,4.0,12.0,1.0,6.0,116.0,11.0,116.0,1.0,42.0,78.61632200141227,72.64260869565217,60.094442033423434,261.0
LSU,5,2022,0.5135135135135135,0.05128205128205128,0.0,312.7252252252252,0.7567567567567568,3.0,6.0,13.0,9.0,10.0,21.0,63.0,116.0,86.0,73.0,71.67956529942089,70.34111324263101,51.74094588222653,816.0
Marshall,5,2022,0.35714285714285715,0.0967741935483871,0.0,189.73214285714286,0.2857142857142857,1.0,4.0,9.0,9.0,9.0,2.0,26.0,116.0,115.0,116.0,70.35060575098525,69.63062168962676,49.40760949637311,1049.0
Maryland,5,2022,0.6136363636363636,0.022222222222222223,0.0,335.3219696969697,0.7045454545454546,7.0,10.0,11.0,6.0,9.0,52.0,97.0,116.0,73.0,85.0,70.88038367726864,68.88714956677799,47.54614750296582,1261.0
Memphis,5,2022,0.5294117647058824,0.02857142857142857,0.0,294.7303921568627,0.6176470588235294,4.0,8.0,12.0,9.0,11.0,28.0,85.0,116.0,94.0,101.0,69.08480833141084,69.00442518740752,47.32255508039094,1282.0
Miami (OH),5,2022,0.56,0.0,0.0,320.8333333333333,0.72,2.0,9.0,9.0,6.0,6.0,39.0,116.0,116.0,81.0,80.0,69.29292146174035,68.7857878694868,46.790949763890126,1319.0
Michigan,5,2022,0.6774193548387096,0.11428571428571428,0.0,382.5268817204301,0.6774193548387096,10.0,3.0,13.0,5.0,7.0,83.0,17.0,116.0,42.0,91.0,76.19554647502567,70.8743713680976,54.55522260537589,582.0
Michigan State,5,2022,0.775,0.024390243902439025,0.0,427.8125,0.825,9.0,9.0,12.0,4.0,7.0,111.0,94.0,116.0,14.0,58.0,68.65860317383242,69.0804407927123,47.40048074545106,1273.0
Middle Tennessee,5,2022,0.8125,0.08571428571428572,0.0,474.8697916666667,1.1875,12.0,4.0,12.0,1.0,1.0,115.0,32.0,116.0,5.0,19.0,78.8952380952381,71.77813019411508,57.82817270292,361.0
Minnesota,5,2022,0.7027027027027027,0.05128205128205128,0.0,373.4234234234234,0.5405405405405406,9.0,5.0,12.0,4.0,8.0,91.0,63.0,116.0,50.0,110.0,71.77599296037828,68.73079801539777,47.39160006366592,1274.0
Mississippi State,5,2022,0.6756756756756757,0.0975609756097561,0.0,376.91441441441435,0.972972972972973,9.0,2.0,12.0,4.0,5.0,81.0,25.0,116.0,47.0,38.0,77.22403242468573,71.27163400649759,55.9461065325458,475.0
Missouri,5,2022,0.5581395348837209,0.044444444444444446,0.0,309.30232558139534,0.9069767441860465,4.0,8.0,11.0,8.0,4.0,37.0,70.0,116.0,88.0,47.0,73.15613503210787,70.08828231175048,51.499585006548415,841.0
Navy,5,2022,0.7777777777777778,0.1,0.0,500.0,2.2222222222222223,9.0,5.0,10.0,2.0,1.0,112.0,22.0,116.0,2.0,3.0,80.00605999644844,75.7585546355148,68.98661686128307,58.0
NC State,5,2022,0.7,0.0,0.0,390.1388888888889,1.1,12.0,12.0,12.0,2.0,1.0,89.0,116.0,116.0,38.0,23.0,74.75731201295416,69.50557782276437,50.39893711828478,960.0
Nebraska,5,2022,0.4897959183673469,0.057692307692307696,0.0,273.8945578231292,0.46938775510204084,4.0,7.0,12.0,10.0,12.0,16.0,57.0,116.0,100.0,114.0,72.60221521414647,69.28789316924217,49.15596511665126,1078.0
New Mexico,5,2022,0.7419354838709677,0.06060606060606061,0.0,401.34408602150535,1.0,9.0,8.0,12.0,4.0,4.0,104.0,52.0,116.0,32.0,37.0,67.89948944830763,70.25892565902109,50.375465325210826,961.0
New Mexico State,5,2022,0.7,0.13043478260869565,0.0,437.9166666666667,1.25,10.0,1.0,11.0,2.0,4.0,89.0,11.0,116.0,11.0,12.0,82.93087629234644,73.49065569935036,63.70378200723408,139.0
North Carolina,5,2022,0.5882352941176471,0.05555555555555555,0.0,315.4411764705883,0.7941176470588235,3.0,2.0,13.0,11.0,9.0,47.0,60.0,116.0,84.0,67.0,74.86095984377782,69.79185851801677,51.208653183730405,874.0
Northern Illinois,5,2022,0.7037037037037037,0.01818181818181818,0.0,399.84567901234567,0.7222222222222222,10.0,9.0,12.0,6.0,10.0,92.0,99.0,116.0,34.0,79.0,69.39920223831014,68.95551600408726,47.284552636259434,1287.0
North Texas,5,2022,0.5531914893617021,0.020833333333333332,0.0,316.93262411347513,0.6382978723404256,3.0,10.0,11.0,10.0,10.0,34.0,98.0,116.0,82.0,96.0,71.12355148242796,69.0095224002208,47.95234578918428,1213.0
Northwestern,5,2022,0.5263157894736842,0.0,0.0,311.4035087719298,1.2105263157894737,4.0,12.0,12.0,9.0,4.0,26.0,116.0,116.0,87.0,14.0,70.15208981240426,70.3607354864574,51.33282857683457,861.0
Ohio,5,2022,0.6571428571428571,0.0,0.0,382.61904761904754,1.0285714285714285,8.0,12.0,12.0,5.0,3.0,75.0,116.0,116.0,41.0,31.0,75.22341544931473,69.63525360132155,50.89234405674699,899.0
Ohio State,5,2022,0.5789473684210527,0.05,0.0,324.561403508772,0.7894736842105263,6.0,8.0,12.0,7.0,5.0,45.0,65.0,116.0,77.0,69.0,73.73897763775902,69.90783782395468,51.18503745960848,877.0
Oklahoma,5,2022,0.7058823529411765,0.02857142857142857,0.0,419.97549019607845,0.7058823529411765,11.0,7.0,12.0,2.0,9.0,93.0,85.0,116.0,17.0,83.0,71.29618809658989,69.43806089197645,49.16970594776157,1077.0
Oklahoma State,5,2022,0.7368421052631579,0.05,0.0,423.7938596491228,0.8421052631578947,10.0,5.0,12.0,3.0,3.0,101.0,65.0,116.0,16.0,55.0,74.53216411551224,70.01204042306426,51.7079984520301,821.0
Old Dominion,5,2022,0.6538461538461539,0.13333333333333333,0.0,408.3333333333333,1.0769230769230769,5.0,3.0,12.0,5.0,7.0,73.0,9.0,116.0,28.0,29.0,78.29829228764984,73.07104534498376,61.16328848862463,224.0
Ole Miss,5,2022,0.75,0.07692307692307693,0.0,440.97222222222223,1.0,11.0,7.0,12.0,2.0,4.0,108.0,40.0,116.0,10.0,37.0,74.34790546063564,71.17081239159573,54.80305461116791,566.0
Oregon,5,2022,0.5555555555555556,0.07692307692307693,0.0,329.5138888888889,0.5833333333333334,3.0,3.0,12.0,8.0,12.0,36.0,40.0,116.0,75.0,106.0,75.45352660870516,70.23327074356172,52.58788372714949,740.0
Oregon State,5,2022,0.76,0.0,0.0,453.1666666666667,1.0,12.0,12.0,12.0,1.0,2.0,110.0,116.0,116.0,7.0,37.0,73.85858585858587,69.62383798392668,50.44897169123482,953.0
Penn State,5,2022,0.4166666666666667,0.02702702702702703,0.0,243.63425925925927,0.5555555555555556,1.0,10.0,11.0,9.0,11.0,7.0,89.0,116.0,110.0,108.0,68.608911059402,69.1520759538279,47.58024547268076,1256.0
Pittsburgh,5,2022,0.4444444444444444,0.12903225806451613,0.0,250.30864197530863,0.8518518518518519,3.0,4.0,12.0,11.0,2.0,10.0,12.0,116.0,106.0,54.0,80.38389911736935,71.97362424464453,58.809468962002256,317.0
Purdue,5,2022,0.6,0.0625,0.0,335.6944444444444,0.7333333333333333,8.0,7.0,12.0,8.0,8.0,50.0,50.0,116.0,72.0,76.0,72.56892014067537,69.97719733590532,51.020137442558934,891.0
Rice,5,2022,0.6956521739130435,0.11538461538461539,0.0,419.927536231884,1.0869565217391304,7.0,3.0,11.0,5.0,2.0,86.0,15.0,116.0,18.0,25.0,78.53110337759286,72.46439031964908,59.584117187465495,285.0
Rutgers,5,2022,0.625,0.04,0.0,368.2291666666667,1.125,8.0,4.0,11.0,2.0,2.0,61.0,77.0,116.0,53.0,22.0,76.10756631563076,70.8625427267157,54.4964803326871,588.0
San José State,5,2022,0.38095238095238093,0.08695652173913043,0.0,244.04761904761907,0.6190476190476191,1.0,6.0,11.0,11.0,8.0,3.0,31.0,116.0,109.0,100.0,71.84817115251897,70.99247781088712,53.562956656856215,669.0
South Alabama,5,2022,0.6363636363636364,0.029411764705882353,0.0,344.0656565656565,0.7575757575757576,8.0,9.0,12.0,7.0,4.0,64.0,81.0,116.0,66.0,72.0,73.23391754738319,69.09207175036362,48.814368570485044,1116.0
South Carolina,5,2022,0.4666666666666667,0.0625,0.0,254.72222222222217,0.8666666666666667,3.0,4.0,12.0,10.0,6.0,14.0,50.0,116.0,105.0,52.0,71.79396445608174,70.43323240857933,52.02598115506544,784.0
Stanford,5,2022,0.5294117647058824,0.02857142857142857,0.0,303.79901960784315,0.7941176470588235,4.0,8.0,12.0,10.0,9.0,28.0,85.0,116.0,91.0,67.0,70.3633550200894,69.6470621215451,49.45616306803049,1043.0
Syracuse,5,2022,0.4,0.375,0.0,215.83333333333334,1.6,1.0,1.0,11.0,11.0,2.0,6.0,1.0,116.0,113.0,5.0,83.2,79.22074140493787,79.36530043093498,10.0
TCU,5,2022,0.41935483870967744,0.11428571428571428,0.0,234.40860215053763,0.6129032258064516,1.0,2.0,13.0,13.0,12.0,8.0,17.0,116.0,112.0,103.0,77.49677419354839,70.99467376188835,55.27544523036897,527.0
Temple,5,2022,0.5333333333333333,0.1,0.0,292.1296296296296,0.6444444444444445,3.0,5.0,11.0,10.0,10.0,30.0,22.0,116.0,95.0,95.0,70.90118719906114,70.51923857973706,51.990113753139525,788.0
Texas,5,2022,0.6041666666666666,0.058823529411764705,0.0,331.16319444444446,0.625,3.0,5.0,11.0,9.0,11.0,51.0,56.0,116.0,74.0,99.0,69.73252998661894,69.4771980046857,48.80371869468644,1119.0
Texas A&M,5,2022,0.6818181818181818,0.0,0.0,394.6022727272727,0.7045454545454546,12.0,12.0,12.0,3.0,10.0,85.0,116.0,116.0,36.0,85.0,68.33435065468367,68.66351287870688,46.16888479815643,1356.0
Texas State,5,2022,0.625,0.04,0.0,357.1180555555555,1.2083333333333333,4.0,6.0,11.0,8.0,1.0,61.0,77.0,116.0,58.0,16.0,79.39566230984556,70.91390648308769,55.629516687741756,503.0
Texas Tech,5,2022,0.631578947368421,0.13636363636363635,0.0,358.77192982456137,0.8947368421052632,6.0,3.0,12.0,6.0,4.0,62.0,8.0,116.0,57.0,49.0,77.50253330305165,72.04916640934681,58.14437080334346,348.0
Toledo,5,2022,0.5333333333333333,0.08163265306122448,0.0,303.9814814814815,0.4444444444444444,5.0,3.0,12.0,5.0,12.0,30.0,35.0,116.0,90.0,115.0,70.38435863869867,69.7615027271353,49.77367473384791,1014.0
Troy,5,2022,0.7222222222222222,0.0847457627118644,0.0,410.95679012345676,0.6851851851851852,12.0,5.0,13.0,2.0,9.0,97.0,33.0,116.0,25.0,88.0,72.54652133858147,70.25814532850721,51.77727343144542,809.0
Tulane,5,2022,0.6666666666666666,0.05714285714285714,0.0,379.7979797979797,1.0909090909090908,9.0,4.0,12.0,5.0,3.0,79.0,58.0,116.0,45.0,24.0,77.16786647695737,70.88201637747889,54.86976027377267,564.0
Tulsa,5,2022,0.5769230769230769,0.10344827586206896,0.0,340.70512820512823,0.6923076923076923,7.0,2.0,12.0,6.0,9.0,43.0,20.0,116.0,69.0,87.0,72.12753725232652,71.06178167986207,53.83579539795221,648.0
UAB,5,2022,0.625,0.2,0.0,358.8541666666667,1.1875,9.0,1.0,11.0,3.0,1.0,61.0,3.0,116.0,56.0,19.0,84.18857356187735,74.2973392294879,66.27713694040284,88.0
